Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron
2024-06-14,Breakfast,851,54,22,7,12,0,1188,960,1087,31,10,16,65,6,0,67,36
2024-06-14,Dinner,672,19,8,1,1,1,253,929,785,33,1,3,112,0,6,3,12
2024-06-14,Lunch,677,40,15,1,18,2,142,148,1413,38,5,5,39,0,68,4,9
2024-06-15,Breakfast,1932,84,29,6,11,1,1219,2735,1349,120,7,13,174,4,2,147,102
2024-06-16,Breakfast,528,17,5,2,4,0,372,751,542,53,4,24,41,10,0,17,25
2024-06-16,Dinner,1077,55,18,3,13,1,455,2408,1881,9,0,3,135,3,0,192,62
2024-06-16,Lunch,447,14,6,0,0,0,95,282,866,44,7,22,46,0,148,47,11
2024-06-17,Breakfast,859,47,18,6,11,0,1171,1091,1037,48,6,20,65,6,0,70,35
2024-06-17,Dinner,337,11,3,1,1,0,164,851,656,3,0,1,67,0,3,64,8
2024-06-17,Lunch,400,15,6,1,6,0,134,137,1092,20,3,4,46,1,33,4,30
2024-06-17,Snacks,529,18,7,0,0,0,35,465,592,74,5,35,25,4,92,28,12
2024-06-18,Breakfast,859,47,18,6,11,0,1171,1091,1037,48,6,20,65,6,0,70,35
2024-06-18,Dinner,350,21,6,1,1,0,152,1727,518,7,0,2,33,0,0,145,2
2024-06-18,Lunch,400,15,6,1,6,0,134,137,1092,20,3,4,46,1,33,4,30
2024-06-18,Snacks,641,19,10,1,1,0,35,542,850,83,9,24,53,4,92,36,16
2024-06-19,Breakfast,925,52,18,6,11,0,1156,1209,1040,51,7,22,67,6,0,68,37
2024-06-19,Dinner,465,9,1,1,1,0,145,323,638,29,2,12,82,0,5,3,14
2024-06-19,Lunch,587,40,15,1,18,2,142,141,916,18,3,4,37,0,30,2,4
2024-06-19,Snacks,335,11,6,0,0,0,31,292,531,46,4,25,20,4,73,25,7
2024-06-20,Breakfast,809,42,15,6,11,0,1154,1056,1031,47,6,20,62,6,0,62,35
2024-06-20,Dinner,275,3,1,1,1,0,145,163,638,0,0,0,78,0,5,3,10
2024-06-20,Lunch,587,40,15,1,18,2,142,141,916,18,3,4,37,0,30,2,4
2024-06-20,Snacks,629,16,3,0,0,0,0,568,248,97,8,41,30,4,73,2,15
2024-06-21,Breakfast,829,44,16,6,11,0,1156,1146,1040,47,6,20,64,6,0,68,35
2024-06-21,Dinner,441,14,4,2,3,0,145,723,716,30,29,1,93,0,5,15,17
2024-06-21,Lunch,587,40,15,1,18,2,142,141,916,18,3,4,37,0,30,2,4
2024-06-21,Snacks,365,8,2,0,0,0,0,303,262,55,7,24,25,0,73,2,9
2024-06-22,Breakfast,874,46,16,7,18,0,1131,811,784,61,13,37,56,0,23,36,42
2024-06-22,Dinner,425,6,2,0,0,0,10,433,740,43,8,19,67,0,73,22,7
2024-06-22,Lunch,1156,93,38,3,40,0,287,236,1287,0,0,0,74,0,0,4,44
2024-06-23,Breakfast,597,34,13,6,11,0,1131,617,555,25,4,15,44,1,10,33,30
2024-06-23,Dinner,339,6,2,0,0,0,0,378,534,40,8,16,49,0,74,4,7
2024-06-23,Lunch,1260,65,25,1,1,0,0,181,748,54,8,1,113,0,58,2,12
2024-06-24,Breakfast,921,45,16,4,7,0,790,1147,742,75,8,30,54,5,0,62,30
2024-06-24,Dinner,630,30,8,2,2,0,217,2477,1458,40,4,5,50,0,56,209,11
2024-06-24,Lunch,319,10,5,0,0,0,160,171,0,0,0,0,55,0,0,0,0
2024-06-24,Snacks,425,5,2,1,0,0,0,332,512,74,11,37,34,4,101,4,10
2024-06-25,Breakfast,1210,65,23,9,22,0,1518,1709,676,76,14,13,86,0,0,64,56
2024-06-25,Dinner,595,28,9,1,1,0,152,2296,1227,63,31,5,50,0,53,157,15
2024-06-25,Lunch,670,21,9,0,0,0,319,345,117,7,1,3,110,0,10,2,1
2024-06-25,Snacks,386,6,1,1,1,0,0,385,187,84,10,34,6,8,13,2,10
2024-06-26,Breakfast,587,31,11,4,7,0,759,875,375,34,6,7,43,0,0,35,26
2024-06-26,Dinner,545,9,5,1,1,0,162,228,1815,48,6,2,83,0,96,6,23
2024-06-26,Lunch,439,17,8,0,0,0,160,731,20,28,28,1,69,0,0,10,6
2024-06-26,Snacks,567,15,3,1,1,0,0,454,357,108,14,47,10,8,80,4,16
2024-06-27,Breakfast,592,35,16,4,7,0,785,867,276,29,4,5,37,0,0,34,23
2024-06-27,Dinner,874,40,15,2,12,2,340,266,1332,1,0,0,127,3,0,7,73
2024-06-27,Lunch,393,13,2,1,1,0,40,162,207,38,5,3,33,0,0,17,12
2024-06-27,Snacks,290,14,4,2,8,0,0,340,0,37,9,6,13,0,0,2,12
2024-06-28,Breakfast,526,23,6,4,8,0,744,774,276,50,8,5,34,0,0,19,27
2024-06-28,Lunch,594,13,5,1,1,0,305,333,638,0,0,0,132,0,5,3,10
2024-06-28,Snacks,190,12,4,1,7,0,0,170,0,14,5,6,10,0,0,2,8
2024-06-29,Breakfast,1401,58,11,5,11,0,78,1494,467,150,7,56,79,0,0,21,10
2024-06-30,Breakfast,991,32,12,6,10,0,423,2047,1236,116,4,54,53,3,45,3,197
2024-06-30,Lunch,550,5,2,2,2,1,290,325,1275,0,0,0,155,0,10,5,20
2024-07-01,Breakfast,576,33,11,5,12,0,759,554,464,29,4,11,39,0,0,34,29
2024-07-01,Dinner,338,11,5,0,0,0,160,189,176,4,1,1,56,0,83,3,2
2024-07-01,Lunch,600,27,10,2,11,1,249,180,1164,0,0,0,89,3,0,6,57
2024-07-01,Snacks,243,1,0,0,0,0,0,9,642,62,11,45,3,0,201,5,9
2024-07-02,Breakfast,709,32,10,4,7,0,759,805,577,60,7,6,53,0,0,33,26
2024-07-02,Dinner,167,2,1,0,0,0,6,191,205,10,1,3,33,0,0,11,0
2024-07-02,Lunch,680,31,11,2,12,2,282,204,1319,0,0,0,101,3,0,7,64
2024-07-02,Snacks,267,1,0,0,0,0,0,4,867,65,7,49,3,0,194,4,5
2024-07-03,Breakfast,240,0,0,0,0,0,20,95,797,39,5,24,25,16,156,34,10
2024-07-03,Dinner,648,28,10,2,11,1,249,243,1547,11,2,9,91,228,38,10,64
2024-07-03,Lunch,1099,47,21,5,12,1,1006,918,698,80,3,38,87,12,13,16,34
2024-07-03,Snacks,303,4,0,0,0,0,0,2,457,67,4,30,4,0,20,3,4
2024-07-04,Breakfast,233,1,0,0,0,0,20,92,809,36,5,25,26,18,224,34,5
2024-07-04,Dinner,798,6,2,2,2,1,290,375,2816,56,7,3,163,251,131,13,40
2024-07-04,Lunch,622,38,18,4,7,0,782,988,276,30,1,6,35,0,0,26,19
2024-07-04,Snacks,248,4,0,0,0,0,0,0,311,52,3,18,4,0,16,2,3
2024-07-05,Breakfast,305,3,0,0,0,0,20,188,1066,45,7,30,34,18,261,36,8
2024-07-05,Dinner,125,0,0,0,0,0,0,2,397,32,3,27,2,0,17,2,4
2024-07-05,Lunch,1509,67,28,6,20,0,1262,877,3575,11,4,7,204,231,327,36,100
2024-07-05,Snacks,160,4,0,0,0,0,0,0,0,30,0,0,2,0,0,0,0
2024-07-06,Breakfast,261,1,0,1,0,0,20,97,847,42,6,30,26,17,245,36,4
2024-07-06,Dinner,299,4,1,0,0,0,9,395,512,27,6,8,49,0,0,21,4
2024-07-06,Snacks,210,11,3,0,0,0,3,279,70,25,1,9,4,0,0,3,7
2024-07-07,Breakfast,416,3,1,0,0,0,20,201,774,37,6,21,64,9,125,29,7
2024-07-07,Dinner,1365,73,30,6,19,2,1058,1399,2271,57,31,9,147,341,605,50,101
2024-07-07,Snacks,253,6,1,0,0,0,5,250,503,44,18,18,21,0,15,14,18
2024-07-08,Breakfast,332,1,0,1,0,0,20,132,863,52,8,32,33,0,316,28,13
2024-07-08,Dinner,152,3,0,0,0,0,0,288,284,24,7,5,13,0,0,7,7
2024-07-08,Lunch,1191,64,25,6,19,2,1037,1126,2073,43,31,10,139,323,549,33,97
2024-07-08,Snacks,490,21,11,1,2,0,50,290,207,81,4,49,13,0,0,32,11
2024-07-09,Breakfast,562,31,13,5,7,0,778,521,761,37,7,23,36,0,305,20,23
2024-07-09,Dinner,496,12,2,1,6,0,34,601,1118,43,12,15,60,1,0,78,15
2024-07-09,Lunch,624,27,9,2,10,1,241,216,1521,9,3,4,88,316,33,12,63
2024-07-09,Snacks,130,0,0,0,0,0,0,20,289,31,11,22,0,0,0,0,0
2024-07-10,Breakfast,798,54,24,7,15,0,1154,906,794,26,12,3,62,0,0,23,38
2024-07-10,Dinner,228,4,0,0,0,0,53,1346,533,3,1,1,44,313,56,21,12
2024-07-10,Lunch,619,9,3,0,1,0,35,505,1631,88,13,51,56,0,150,69,16
2024-07-10,Snacks,314,12,2,2,4,0,25,510,244,44,3,24,12,0,12,4,15
2024-07-11,Breakfast,915,44,15,6,11,0,1184,2507,1174,51,33,14,105,313,180,52,48
2024-07-11,Dinner,175,4,1,1,2,0,104,398,345,0,0,0,34,0,0,2,3
2024-07-11,Lunch,200,1,1,0,0,0,13,166,341,18,2,9,34,0,37,17,4
2024-07-11,Snacks,839,30,12,3,5,0,57,1136,1454,128,13,67,33,0,48,52,23
2024-07-12,Breakfast,370,22,8,0,0,0,45,820,0,31,0,0,15,6,0,25,10
2024-07-12,Dinner,511,13,3,2,5,0,305,1163,1007,0,0,0,99,0,0,5,9
2024-07-12,Lunch,378,25,8,5,10,0,982,375,364,2,0,1,33,0,0,15,26
2024-07-12,Snacks,1005,42,19,0,0,0,20,1400,55,99,5,30,23,19,0,21,34
2024-07-13,Breakfast,597,29,10,5,11,0,990,508,840,47,2,26,38,2,54,19,34
2024-07-13,Dinner,379,9,2,1,4,0,219,876,1003,2,1,0,73,313,23,8,14
2024-07-13,Lunch,312,3,0,0,0,0,10,57,314,35,2,25,40,0,120,18,2
2024-07-15,Breakfast,1130,49,15,0,0,5,70,1270,55,154,5,39,20,10,50,16,50
2024-07-15,Dinner,500,12,3,2,5,0,298,1138,986,0,0,0,97,0,0,5,9
2024-07-15,Lunch,361,4,1,0,0,0,20,384,573,28,3,13,63,0,0,22,6
2024-07-16,Breakfast,775,33,10,0,0,0,320,449,2147,21,5,4,89,341,710,17,39
2024-07-16,Lunch,406,13,5,1,5,1,108,221,767,19,4,6,59,1,89,5,30
2024-07-16,Snacks,711,26,8,0,2,0,25,505,600,116,23,54,26,0,25,24,12
2024-07-17,Breakfast,406,10,3,1,1,0,35,213,670,38,5,13,44,0,0,31,11
2024-07-17,Dinner,400,6,1,0,0,0,100,2104,748,27,4,12,65,0,100,3,7
2024-07-17,Lunch,654,28,8,4,6,0,907,538,905,21,4,11,79,407,443,23,39
2024-07-17,Snacks,416,11,3,0,1,0,0,27,767,84,15,62,7,0,171,7,14
2024-07-18,Breakfast,462,8,3,0,0,0,25,438,986,43,6,20,66,8,94,65,8
2024-07-18,Dinner,477,17,3,2,9,0,224,859,1182,9,4,3,75,0,15,6,10
2024-07-18,Lunch,514,35,14,0,0,3,170,224,532,6,2,3,44,313,54,6,39
2024-07-18,Snacks,499,30,15,0,0,0,40,63,703,56,10,51,10,1,136,6,15
2024-07-19,Breakfast,593,36,15,4,8,0,700,881,531,49,32,6,50,0,0,15,25
2024-07-19,Dinner,346,15,4,0,0,0,187,236,835,12,4,7,43,313,90,7,21
2024-07-19,Lunch,284,15,2,2,9,0,61,281,1385,18,9,8,25,263,103,9,14
2024-07-19,Snacks,452,12,5,1,3,0,15,292,398,38,12,13,55,0,69,22,17
2024-07-20,Breakfast,743,50,18,6,14,0,713,935,817,54,36,6,55,0,10,16,27
2024-07-20,Lunch,780,34,2,2,10,0,0,25,947,19,10,7,102,0,99,5,7
2024-07-20,Snacks,374,15,5,0,0,0,5,158,248,52,9,25,17,0,0,5,12
2024-07-21,Breakfast,252,17,6,3,6,0,655,250,243,1,0,1,22,0,0,10,17
2024-07-21,Snacks,698,22,9,0,0,0,38,670,838,109,20,59,41,4,37,56,12
2024-07-22,Breakfast,412,29,14,3,6,0,690,662,273,3,0,1,32,0,0,42,18
2024-07-22,Dinner,358,11,2,2,6,0,134,175,1044,8,5,2,74,0,25,6,15
2024-07-22,Lunch,495,7,3,0,0,0,35,118,1107,77,6,65,35,0,172,30,4
2024-07-22,Snacks,576,18,4,0,0,0,113,975,287,54,7,19,54,0,80,21,15
2024-07-23,Breakfast,534,41,16,5,14,0,692,674,622,9,5,1,34,0,12,43,20
2024-07-23,Dinner,540,4,1,1,1,0,145,194,1178,35,7,19,108,0,189,11,21
2024-07-23,Lunch,596,13,4,1,1,0,85,277,844,64,7,24,60,0,20,37,9
2024-07-23,Snacks,213,2,1,0,0,0,0,86,219,49,6,26,1,0,14,3,5
2024-07-24,Breakfast,737,34,14,5,9,0,970,845,981,46,8,29,62,0,12,73,27
2024-07-24,Dinner,275,3,1,1,1,0,145,163,638,0,0,0,78,0,5,3,10
2024-07-24,Lunch,526,10,4,0,0,0,68,238,1147,58,5,39,55,8,29,45,2
2024-07-24,Snacks,420,8,3,1,2,0,20,255,637,61,7,33,29,0,0,45,11
2024-07-25,Breakfast,731,41,13,7,17,0,1322,615,1097,22,6,14,65,0,6,45,35
2024-07-26,Breakfast,70,1,0,0,0,0,0,64,964,16,5,8,5,2,67,9,13
2024-07-26,Dinner,575,6,2,0,0,0,30,360,1004,47,12,25,82,0,0,53,6
2024-07-26,Lunch,1198,75,28,5,10,3,1282,695,364,2,0,1,121,0,0,15,86
2024-07-27,Breakfast,437,5,1,0,0,0,79,273,748,40,4,20,65,8,79,44,9
2024-07-27,Dinner,100,2,0,1,1,0,0,170,0,23,4,0,3,0,0,0,4
2024-07-27,Lunch,1233,76,29,5,10,3,1282,712,915,10,2,5,123,2,42,17,90
2024-07-27,Snacks,189,2,1,0,0,0,0,85,177,43,5,22,1,0,11,2,4
2024-07-28,Breakfast,342,8,3,0,0,0,50,305,480,20,2,8,51,0,0,56,2
2024-07-28,Dinner,784,35,12,2,12,2,277,521,2116,27,18,7,109,6,59,17,75
2024-07-28,Lunch,583,32,13,5,10,0,1002,747,589,29,4,20,44,1,14,48,28
2024-07-28,Snacks,282,6,2,0,0,0,0,269,552,69,20,25,6,0,23,5,8
2024-07-29,Breakfast,501,32,13,5,10,0,1002,792,724,6,1,1,45,369,28,53,36
2024-07-29,Dinner,1157,61,23,3,4,3,307,805,1242,57,9,21,94,2,104,10,75
2024-07-29,Lunch,325,8,3,0,0,0,46,294,480,19,2,7,49,0,0,55,2
2024-07-29,Snacks,221,6,3,0,0,0,5,230,20,43,7,15,6,0,0,1,5
2024-07-30,Breakfast,772,40,14,7,11,0,1137,1189,1172,41,8,10,65,594,45,60,47
2024-07-30,Dinner,563,13,4,0,0,0,261,2055,2231,12,2,6,103,2,32,6,3
2024-07-30,Lunch,235,5,1,0,0,0,16,177,328,27,2,16,23,1,1,35,3
2024-07-30,Snacks,622,27,7,0,0,0,8,552,20,78,4,38,17,0,0,3,11
2024-07-31,Breakfast,998,46,18,5,10,0,1052,1446,646,68,5,36,76,316,24,40,45
2024-07-31,Dinner,296,3,1,1,1,0,118,153,1211,17,4,8,66,2,58,6,13
2024-07-31,Lunch,358,14,4,4,2,0,74,1678,100,20,12,1,39,0,0,26,16
2024-07-31,Snacks,271,6,3,0,0,0,20,523,768,43,4,32,15,0,64,6,7
2024-08-01,Breakfast,737,35,11,6,11,0,1197,1992,805,29,2,3,74,438,33,24,45
2024-08-01,Dinner,775,11,5,2,2,0,192,341,2192,91,6,47,106,22,84,18,27
2024-08-01,Lunch,507,14,3,4,2,0,25,993,815,56,19,27,45,0,16,28,16
2024-08-01,Snacks,260,15,6,0,0,0,35,105,242,35,9,14,8,0,0,45,10
2024-08-02,Breakfast,966,46,12,10,13,0,1243,3844,896,29,14,6,110,438,33,34,61
2024-08-02,Lunch,500,16,6,0,2,0,30,390,4,46,3,18,48,0,0,10,2
2024-08-02,Snacks,240,14,6,0,0,0,25,85,172,32,8,13,7,0,0,5,10
2024-08-03,Breakfast,262,0,0,0,0,0,10,111,94,37,6,31,23,0,27,22,2
2024-08-03,Dinner,625,20,7,5,7,0,843,516,1461,4,2,1,125,438,39,20,41
2024-08-03,Lunch,373,21,9,3,6,0,670,752,407,4,0,2,39,4,0,21,18
2024-08-03,Snacks,945,38,17,0,0,0,60,1063,1085,128,12,83,27,0,223,13,29
2024-08-04,Breakfast,784,28,8,5,10,0,992,618,1197,50,7,36,80,563,109,48,44
2024-08-04,Dinner,864,35,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0
2024-08-04,Lunch,280,13,5,0,0,0,3,210,100,38,2,18,2,0,0,1,13
2024-08-04,Snacks,140,8,5,0,0,0,50,130,4,20,4,4,6,0,0,4,0
2024-08-05,Breakfast,558,29,9,6,11,0,1116,679,831,16,3,10,55,0,108,21,31
2024-08-05,Dinner,1004,48,22,0,0,0,310,952,326,4,0,1,126,0,0,40,61
2024-08-05,Lunch,51,0,0,0,0,0,0,86,400,12,4,6,1,0,12,4,2
2024-08-05,Snacks,628,29,14,0,0,0,75,225,364,84,8,57,12,8,0,5,25
2024-08-06,Breakfast,656,24,7,5,7,0,744,958,998,51,9,18,62,0,125,18,24
2024-08-06,Dinner,727,14,3,0,0,0,100,3065,1675,75,35,5,101,0,93,46,28
2024-08-06,Lunch,513,4,2,0,0,0,9,237,949,68,12,39,54,0,149,27,11
2024-08-06,Snacks,315,9,5,0,0,0,40,291,296,47,5,23,16,0,0,22,10
2024-08-07,Breakfast,687,26,9,5,6,0,680,1358,753,46,7,17,66,0,116,15,20
2024-08-07,Dinner,425,11,6,1,1,0,167,374,1051,10,4,2,86,0,206,28,15
2024-08-07,Lunch,680,6,3,0,0,0,18,187,675,83,11,54,76,0,234,42,15
2024-08-07,Snacks,327,9,3,0,0,0,10,263,770,53,5,27,12,0,18,6,10
2024-08-08,Breakfast,679,25,9,5,6,0,675,1313,812,45,7,17,67,0,112,15,20
2024-08-08,Dinner,716,18,7,4,4,0,142,1090,2319,71,14,25,86,0,424,25,32
2024-08-08,Lunch,415,9,4,0,0,0,30,303,806,35,4,17,51,0,103,94,7
2024-08-08,Snacks,351,10,4,0,0,0,10,453,800,56,9,30,12,0,19,6,7
2024-08-09,Breakfast,719,25,9,5,6,0,675,1331,1256,54,11,19,69,0,334,22,26
2024-08-09,Dinner,542,26,6,8,9,0,330,308,699,0,0,0,78,2,0,4,24
2024-08-09,Lunch,391,8,4,0,0,0,30,303,782,29,3,13,51,0,101,93,6
2024-08-09,Snacks,290,12,6,0,0,0,30,255,716,37,6,13,15,0,0,25,5
2024-08-10,Breakfast,1293,48,15,7,13,0,1339,903,1471,82,6,27,133,0,79,115,42
2024-08-10,Dinner,358,9,2,4,3,0,115,339,535,16,0,0,64,0,4,4,12
2024-08-10,Lunch,190,2,1,0,0,0,10,807,544,23,5,14,21,10,17,21,3
2024-08-11,Breakfast,765,23,7,5,6,0,665,1720,597,62,8,16,77,10,0,26,20
2024-08-11,Dinner,865,32,7,7,15,0,102,869,2394,102,20,43,60,0,186,23,30
2024-08-11,Lunch,411,5,2,0,0,0,25,216,1320,50,7,28,47,0,127,72,13
2024-08-11,Snacks,158,1,0,0,0,0,0,97,448,36,6,27,3,0,14,5,2
2024-08-12,Breakfast,899,31,10,7,10,0,992,1485,364,86,8,15,66,10,0,30,27
2024-08-12,Dinner,288,3,1,1,1,0,143,184,836,4,2,2,78,0,17,6,14
2024-08-12,Lunch,518,6,3,0,0,0,25,209,818,46,7,24,72,0,134,67,9
2024-08-12,Snacks,436,17,4,0,0,0,0,445,394,80,19,19,8,0,12,4,10
2024-08-13,Breakfast,99,9,1,1,6,0,0,4,301,5,4,0,1,0,10,1,2
2024-08-13,Dinner,763,18,11,1,1,0,221,398,1634,51,5,31,123,0,234,81,22
2024-08-13,Lunch,517,5,3,0,0,0,27,221,932,43,7,20,76,0,185,71,11
2024-08-13,Snacks,236,4,1,0,0,0,0,124,0,48,0,10,3,0,0,0,4
2024-08-14,Breakfast,544,17,6,3,3,0,347,890,121,65,8,28,34,0,0,5,10
2024-08-14,Dinner,524,14,7,0,0,0,50,214,1197,60,7,34,43,0,172,67,9
2024-08-14,Lunch,858,20,4,4,11,1,331,434,2777,22,11,5,186,0,256,14,33
2024-08-14,Snacks,207,1,0,0,0,0,0,115,752,48,5,26,3,0,34,5,2
2024-08-15,Breakfast,724,47,14,6,19,0,1009,1258,828,30,19,4,59,0,13,18,32
2024-08-15,Dinner,616,24,5,5,12,0,239,215,1180,8,6,1,89,0,16,4,20
2024-08-15,Lunch,340,13,7,0,0,0,50,210,512,15,1,7,41,0,0,62,0
2024-08-15,Snacks,360,19,6,0,0,0,5,240,310,44,18,12,25,0,0,13,14
2024-08-16,Breakfast,773,52,14,7,23,0,997,1171,1280,49,35,2,58,313,38,40,45
2024-08-16,Dinner,635,21,4,4,10,0,216,256,2041,23,11,6,89,0,262,12,26
2024-08-16,Lunch,340,12,5,0,15,0,25,690,0,43,6,0,16,15,2,25,20
2024-08-16,Snacks,270,4,2,0,0,0,15,150,618,31,2,19,26,0,21,46,0
2024-08-17,Breakfast,550,35,9,6,12,0,1110,561,749,16,5,7,44,349,38,22,34
2024-08-17,Lunch,266,4,1,0,0,0,5,44,318,29,3,21,28,2,122,27,3
2024-08-18,Breakfast,1678,74,23,9,34,0,1467,849,4246,22,12,6,216,0,23,44,112
2024-08-19,Breakfast,605,35,13,4,10,0,685,1247,705,49,30,5,51,0,8,47,27
2024-08-19,Dinner,532,13,3,4,4,0,142,616,1283,43,7,14,76,0,63,11,22
2024-08-19,Lunch,637,13,5,0,0,0,24,412,652,54,18,17,90,0,124,57,11
2024-08-19,Snacks,154,0,0,0,0,0,0,0,434,36,3,23,1,0,52,1,0
2024-08-20,Breakfast,677,38,12,5,14,0,997,1225,1028,54,32,8,57,0,14,39,37
2024-08-20,Dinner,711,32,13,1,13,2,285,331,1808,5,2,2,96,4,17,9,65
2024-08-20,Lunch,137,2,1,0,0,0,0,38,241,19,3,9,13,0,112,18,7
2024-08-20,Snacks,420,11,3,1,2,0,5,390,417,68,19,22,29,0,0,32,26
2024-08-21,Breakfast,598,36,12,5,12,0,997,940,662,28,16,4,55,0,0,34,32
2024-08-21,Dinner,496,3,1,1,1,0,135,196,2047,54,8,4,80,0,113,10,27
2024-08-21,Lunch,443,12,7,0,0,0,35,98,431,28,4,12,57,0,93,34,6
2024-08-21,Snacks,350,7,2,2,3,0,0,310,207,68,8,21,12,0,0,20,15
2024-08-22,Breakfast,578,37,15,5,10,0,997,1125,384,32,28,2,53,0,0,40,31
2024-08-22,Dinner,1400,90,28,0,0,0,160,4220,0,14,0,0,56,0,0,0,0
2024-08-22,Lunch,448,1,1,0,0,0,20,153,642,56,4,26,55,16,85,32,5
2024-08-22,Snacks,290,12,2,0,0,0,0,110,463,43,4,19,7,0,19,21,2
2024-08-23,Breakfast,705,41,16,4,8,0,843,1352,454,54,41,3,69,0,0,54,31
2024-08-23,Dinner,285,3,1,1,1,0,139,185,868,5,2,2,76,0,20,7,15
2024-08-23,Lunch,305,1,1,0,0,0,20,90,460,23,1,14,52,16,0,30,0
2024-08-23,Snacks,130,0,0,0,0,0,0,0,437,30,2,21,1,0,27,1,0
2024-08-24,Breakfast,754,43,14,9,16,0,1702,698,895,3,0,2,90,0,2,26,47
2024-08-25,Breakfast,472,30,12,5,10,0,997,584,532,7,1,2,40,0,10,33,29
2024-08-25,Dinner,701,32,13,1,13,2,285,317,1687,3,1,1,95,4,10,7,62
2024-08-25,Lunch,358,2,1,0,0,0,23,110,666,33,3,20,54,16,69,38,4
2024-08-25,Snacks,190,9,3,0,0,0,5,220,140,22,12,1,21,0,0,15,3
2024-08-26,Breakfast,678,34,12,5,10,0,999,955,708,39,10,8,59,0,0,39,36
2024-08-26,Dinner,402,10,4,1,1,0,142,738,810,31,29,2,91,0,15,15,19
2024-08-26,Lunch,489,4,2,0,0,0,13,114,327,56,3,12,58,0,55,33,5
2024-08-26,Snacks,405,18,6,0,0,0,10,312,441,55,21,21,26,0,38,23,15
2024-08-27,Breakfast,630,34,13,5,10,0,999,1012,604,32,3,5,51,0,0,37,28
2024-08-27,Dinner,458,17,5,0,0,0,267,783,0,23,0,15,55,0,0,0,0
2024-08-27,Lunch,211,2,1,1,1,0,111,125,490,0,0,0,60,0,4,2,8
2024-08-27,Snacks,590,24,10,0,0,0,5,390,140,87,14,35,28,0,0,19,25
2024-08-28,Breakfast,565,35,15,5,10,0,1005,892,533,20,14,4,51,0,0,53,29
2024-08-28,Dinner,835,31,14,0,0,0,135,1970,0,85,17,13,53,0,0,0,0
2024-08-28,Lunch,426,10,6,0,0,0,45,121,469,25,3,12,59,0,41,28,5
2024-08-29,Breakfast,753,41,16,5,10,0,1000,1575,632,60,31,6,65,0,0,48,33
2024-08-29,Dinner,458,17,5,0,0,0,267,783,0,23,0,15,55,0,0,0,0
2024-08-29,Snacks,185,4,2,0,0,0,0,80,0,38,3,16,4,0,25,4,22
2024-08-30,Breakfast,684,38,14,6,11,0,1134,1066,662,32,3,5,55,0,0,40,31
2024-08-30,Dinner,640,23,6,0,0,0,320,1200,0,38,5,22,72,0,0,0,0
2024-08-30,Lunch,315,3,2,0,0,0,10,95,150,16,1,7,55,0,0,25,2
2024-08-30,Snacks,190,8,3,0,0,0,10,290,130,22,13,1,21,0,0,17,4
2024-08-31,Breakfast,779,42,16,6,11,0,1171,996,724,28,1,9,73,0,0,43,35
2024-08-31,Lunch,676,36,14,0,0,0,285,214,0,0,0,0,85,0,0,7,36
2024-09-01,Breakfast,395,10,6,0,0,0,45,105,460,21,2,11,56,8,0,32,0
2024-09-01,Dinner,1380,58,20,7,23,0,1551,832,2947,2,0,1,198,0,0,35,94
2024-09-02,Breakfast,1083,36,14,7,12,0,1284,810,2651,69,8,4,133,1,126,39,56
2024-09-02,Dinner,150,2,0,1,1,0,0,255,394,35,7,6,4,0,12,4,6
2024-09-02,Lunch,482,2,1,0,0,0,17,144,966,61,9,36,56,8,68,34,5
2024-09-02,Snacks,120,1,0,0,0,0,0,0,0,25,0,0,2,0,0,0,0
2024-09-03,Breakfast,659,36,13,6,11,0,1129,1014,645,31,3,5,53,0,0,34,31
2024-09-03,Dinner,458,17,5,0,0,0,267,783,0,23,0,15,55,0,0,0,0
2024-09-03,Lunch,428,2,1,1,0,0,80,179,1518,65,8,43,46,0,62,7,8
2024-09-03,Snacks,307,9,3,0,0,0,10,290,130,47,13,1,23,0,0,17,4
2024-09-04,Breakfast,655,37,14,6,11,0,1141,826,805,30,2,20,48,6,24,47,29
2024-09-04,Dinner,932,41,15,0,0,0,131,1326,0,89,5,31,57,0,2,17,6
2024-09-04,Lunch,444,11,6,0,0,0,70,162,605,32,6,15,55,0,61,37,6
2024-09-04,Snacks,55,0,0,0,0,0,0,93,429,13,4,6,1,0,13,4,2
2024-09-05,Breakfast,453,27,11,4,7,0,769,781,724,16,4,7,35,6,14,46,22
2024-09-05,Dinner,771,34,8,1,7,1,142,240,759,14,1,4,99,2,0,2,31
2024-09-05,Lunch,340,2,1,1,1,0,122,137,901,25,2,18,66,0,27,3,8
2024-09-05,Snacks,463,11,3,0,0,0,70,650,450,65,14,15,41,0,25,17,8
2024-09-06,Breakfast,965,43,15,5,10,0,1075,1183,1155,37,16,7,133,6,4,74,37
2024-09-06,Dinner,458,17,5,0,0,0,267,783,0,23,0,15,55,0,0,0,0
2024-09-06,Snacks,226,1,0,0,0,0,0,0,381,50,2,19,3,0,23,1,0
2024-09-09,Breakfast,586,33,12,5,9,0,955,876,999,29,6,19,43,6,21,49,29
